:START_ID,:END_ID,:TYPE,network_layer,weight,transaction_date,maturity_days,interest_rate,currency,correlation,window_days,shares_held,layer_bridge,bridge_type,ticker,propagation_factor,created_at
BANK_CU_002,BANK_IVZ,interbank_lending,banking,147481407.13567644,2025-07-30,185.0,4.729657457606578,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_040,BANK_CU_017,overnight_lending,banking,182486503.1756969,2025-01-16,221.0,1.6182534261177093,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CASH,BANK_CU_045,interbank_lending,banking,580702812.1943457,2024-04-02,289.0,5.435620591883763,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FCNCA,BANK_WFC,credit_line,banking,459070209.22472346,2024-03-30,247.0,5.8657169018926965,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_006,BANK_CU_032,reverse_repo,banking,163266494.96101782,2024-01-23,115.0,1.2697534312333076,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_RF,BANK_CU_048,repo_agreement,banking,3766898455.223477,2024-12-29,52.0,4.190588238939338,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_014,BANK_CU_039,interbank_lending,banking,162142680.3433404,2024-03-28,133.0,0.7783375019815408,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_KEY,BANK_CU_031,interbank_lending,banking,4392980968.025299,2025-07-31,182.0,3.883823126486951,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_MTB,BANK_CU_023,interbank_lending,banking,2524858025.4813757,2023-12-10,89.0,4.43761362447856,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_MS,BANK_CU_025,overnight_lending,banking,1009716276.558401,2024-08-04,76.0,5.028078416364067,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_035,BANK_CU_011,reverse_repo,banking,75939644.96695027,2025-05-31,160.0,2.945847751867906,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FNB,BANK_BLK,overnight_lending,banking,428079964.4714867,2024-10-04,249.0,2.3249249319960335,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_007,BANK_CU_039,interbank_lending,banking,117795141.58638264,2025-01-20,33.0,3.315499332567372,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_ZION,BANK_SCHW,syndicated_loan,banking,6567325908.38296,2025-04-29,306.0,4.2595172200790055,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_022,BANK_WAFD,derivative_exposure,banking,105878740.56440656,2025-03-10,28.0,3.4836373383816457,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CATY,BANK_CU_005,interbank_lending,banking,277709990.3089113,2024-04-01,252.0,1.9172684391313424,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WAL,BANK_CU_045,interbank_lending,banking,3018173252.894738,2025-01-08,335.0,1.647376018434629,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BANC,BANK_CU_032,interbank_lending,banking,924985868.1964334,2024-06-02,283.0,4.609755492319028,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SEIC,BANK_SNV,interbank_lending,banking,3840445120.243746,2024-11-24,341.0,5.598331232070734,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_032,BANK_CU_034,reverse_repo,banking,196400735.143744,2025-01-10,238.0,2.6574282594887633,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WAFD,BANK_CATY,repo_agreement,banking,570737239.6427889,2024-07-28,104.0,6.493930188234748,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_017,BANK_UMBF,correspondent_banking,banking,139354532.7240976,2023-12-16,92.0,2.3649185538121524,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_009,BANK_CU_005,interbank_lending,banking,103859615.315656,2025-08-24,184.0,0.9547624241060282,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BANC,BANK_CU_010,derivative_exposure,banking,429992469.9331863,2024-07-06,128.0,6.261925180249422,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_045,BANK_VRTS,reverse_repo,banking,62369042.32579871,2025-10-15,331.0,5.785261324498652,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_034,BANK_TROW,interbank_lending,banking,67994803.72614336,2025-03-06,324.0,5.470079109765898,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_MS,BANK_UMBF,interbank_lending,banking,2469120414.889656,2025-05-02,307.0,4.4521821323213535,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_001,BANK_CU_004,interbank_lending,banking,196255996.4812193,2025-05-20,333.0,4.896708570563869,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_IVZ,BANK_SNV,interbank_lending,banking,1007388773.470766,2025-01-20,210.0,2.338257620338518,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BEN,BANK_CMA,overnight_lending,banking,3079659084.4594235,2024-10-31,119.0,5.934386792572243,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_049,BANK_CMA,repo_agreement,banking,88715765.71330033,2025-02-07,69.0,1.2572303827773206,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_044,BANK_CU_024,reverse_repo,banking,136551650.28903964,2024-01-10,108.0,3.671213226506282,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CVBF,BANK_CASH,interbank_lending,banking,907510359.3324172,2025-10-03,82.0,5.239343832521161,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_003,BANK_CU_005,derivative_exposure,banking,174432675.8560792,2025-03-11,204.0,3.3732048452094476,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_004,BANK_CU_003,letter_of_credit,banking,82692246.9240042,2025-07-16,140.0,6.405063863269204,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_036,BANK_TFC,derivative_exposure,banking,69489752.21525721,2024-11-24,301.0,1.6521416373434954,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_032,BANK_BEN,interbank_lending,banking,64208760.45651578,2023-12-02,25.0,3.098304144747959,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FNB,BANK_CU_025,repo_agreement,banking,610290345.6034669,2024-09-17,206.0,3.1253993878388036,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_OZK,BANK_CU_040,reverse_repo,banking,784837670.2501956,2025-06-19,94.0,0.9031524714702336,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_021,BANK_CU_004,interbank_lending,banking,107334209.2177558,2025-04-30,5.0,6.401486398705627,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_025,BANK_CU_031,derivative_exposure,banking,96747043.46363944,2023-12-28,37.0,3.1965052834230203,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_036,BANK_FHN,overnight_lending,banking,170103333.22459537,2024-04-22,323.0,4.686749013299967,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_039,BANK_CU_032,repo_agreement,banking,51041682.91234055,2024-03-18,268.0,1.7069264458134308,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_HBAN,BANK_CATY,derivative_exposure,banking,6231242031.493285,2025-09-28,105.0,1.3465124613981547,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_049,BANK_APAM,overnight_lending,banking,121205646.87602332,2025-07-21,237.0,1.3618542599029255,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_027,BANK_MTB,interbank_lending,banking,83309693.13897528,2024-09-15,47.0,3.5097089976705957,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_023,BANK_CU_012,interbank_lending,banking,64851860.905182995,2025-07-20,80.0,2.3516447135998386,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_016,BANK_CU_020,credit_line,banking,170747782.97445735,2024-02-15,200.0,1.3581003298598988,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_STT,BANK_CATY,overnight_lending,banking,7566826320.874893,2024-11-13,355.0,5.8010591656087,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SCHW,BANK_WAFD,reverse_repo,banking,3170955950.471088,2024-11-21,210.0,1.9851659397129828,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_JPM,BANK_VRTS,overnight_lending,banking,5134495582.117345,2024-12-11,190.0,4.224617119573642,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_034,BANK_VRTS,interbank_lending,banking,157329558.8000054,2023-11-15,59.0,1.0552782359094124,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_EWBC,BANK_SBNY,correspondent_banking,banking,313171136.02040344,2024-07-03,272.0,4.146864822639124,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_035,BANK_CU_033,repo_agreement,banking,161522214.78514704,2024-12-28,265.0,3.595193078119487,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_028,BANK_IBOC,correspondent_banking,banking,86587535.34354657,2024-01-11,262.0,1.3753816318696748,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_048,BANK_NYCB,fed_funds_transaction,banking,85778607.15372388,2024-06-16,214.0,4.346663788232185,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_008,BANK_CVBF,correspondent_banking,banking,105606382.10797596,2024-09-20,207.0,3.6826549319419186,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BANC,BANK_WFC,letter_of_credit,banking,321516100.0638825,2024-10-21,28.0,3.862526542642845,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_023,BANK_CU_027,reverse_repo,banking,130793313.6500621,2024-09-20,99.0,4.834434080845133,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_MS,BANK_CU_045,credit_line,banking,3565710813.154129,2025-09-30,327.0,6.2342349325749975,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_IVZ,BANK_CU_049,syndicated_loan,banking,2998263885.056935,2025-03-28,288.0,1.955004289300232,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_012,BANK_CU_047,letter_of_credit,banking,141555901.13904917,2024-01-05,134.0,1.5696061529288683,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_007,BANK_CU_018,correspondent_banking,banking,183677829.16638583,2025-01-18,150.0,4.313843395433015,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_C,BANK_EWBC,interbank_lending,banking,9589631681.930803,2024-11-23,84.0,2.674249652796779,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_015,BANK_TROW,letter_of_credit,banking,145469987.88037062,2024-08-16,35.0,1.6520149797418626,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FITB,BANK_CU_045,reverse_repo,banking,8879166412.679066,2025-01-02,59.0,4.973688515648757,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_TFC,BANK_WTFC,overnight_lending,banking,5345956316.77641,2025-08-30,115.0,4.299220707627747,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_048,BANK_TFC,fed_funds_transaction,banking,56173347.76640155,2025-06-07,91.0,5.723603869282133,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_016,BANK_MTB,derivative_exposure,banking,129990392.6052068,2024-12-20,211.0,3.577498240978285,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FITB,BANK_CU_043,interbank_lending,banking,8081402014.526587,2024-10-02,28.0,3.611634657356928,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_049,BANK_PNC,repo_agreement,banking,149274710.21033657,2024-06-16,117.0,4.562894909995305,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SCHW,BANK_CU_002,interbank_lending,banking,2941179064.522105,2024-07-14,238.0,2.3743995229959234,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_010,BANK_SIVB,overnight_lending,banking,81580408.62293626,2024-12-18,7.0,5.7282790244588355,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_EWBC,BANK_FITB,repo_agreement,banking,737242697.6467835,2024-06-30,300.0,3.8784183109450785,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_050,BANK_CFG,interbank_lending,banking,187177948.79517844,2025-09-05,196.0,4.5659649952077235,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_009,BANK_CU_048,interbank_lending,banking,165189217.9574993,2024-11-08,268.0,6.473068847688513,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_024,BANK_TFC,letter_of_credit,banking,72634652.95562851,2025-10-07,354.0,6.0787614806897015,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WTFC,BANK_KEY,interbank_lending,banking,8862727322.373148,2023-12-15,140.0,3.866177557161743,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CFG,BANK_SIVB,derivative_exposure,banking,6787695504.161619,2024-05-24,316.0,0.8774517038374305,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_C,BANK_CU_003,overnight_lending,banking,3407897088.152809,2025-08-21,217.0,0.7864747825014791,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BK,BANK_SBNY,derivative_exposure,banking,7479966878.085431,2024-08-31,248.0,1.7932457360145844,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_034,BANK_CU_001,syndicated_loan,banking,66079112.01532275,2024-01-25,45.0,3.18332391111682,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_TFC,BANK_CU_034,repo_agreement,banking,5218088094.213923,2024-10-23,363.0,3.516102576110085,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_KEY,BANK_CU_007,interbank_lending,banking,6994099691.105614,2023-11-14,127.0,1.310473202434861,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_UCBI,BANK_CU_031,reverse_repo,banking,869471141.4947641,2024-01-03,303.0,2.97812897865294,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_RF,BANK_FCNCA,repo_agreement,banking,6885493447.452545,2024-12-31,294.0,2.9837884599211826,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_COF,BANK_TCBI,credit_line,banking,8194701826.240623,2025-04-24,187.0,6.10791415990578,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_NYCB,BANK_CU_028,repo_agreement,banking,2082555897.0527744,2025-06-18,215.0,4.400237585774813,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_MTB,BANK_CFG,correspondent_banking,banking,3650783126.0751967,2024-01-19,363.0,2.544488438339208,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_001,BANK_WFC,reverse_repo,banking,192395378.87002075,2024-03-23,242.0,6.475337207228855,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_USB,BANK_CU_016,reverse_repo,banking,9111577843.503555,2025-08-28,245.0,5.218820475692221,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_033,BANK_CU_011,interbank_lending,banking,159053143.07195416,2025-06-11,312.0,3.9243526434280698,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CFG,BANK_CU_022,derivative_exposure,banking,3499449678.027754,2024-03-27,170.0,3.602400002051639,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_028,BANK_PNFP,repo_agreement,banking,172396427.7956096,2024-02-28,136.0,0.8663593587759808,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_018,BANK_AMG,repo_agreement,banking,163222053.6258471,2025-05-26,170.0,1.4651570018922486,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_006,BANK_CU_008,interbank_lending,banking,104312990.14926603,2024-11-09,188.0,0.7678991481783213,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_050,BANK_CU_006,interbank_lending,banking,156251283.98661277,2025-06-26,196.0,2.262709683899857,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_018,BANK_IVZ,letter_of_credit,banking,60072273.70656991,2024-02-02,45.0,4.56035905052817,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SEIC,BANK_NYCB,interbank_lending,banking,3327882638.716011,2025-08-05,223.0,3.98245841660248,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_MS,BANK_FNB,correspondent_banking,banking,3667574457.785679,2025-04-19,269.0,3.095187431332021,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_048,BANK_CU_030,credit_line,banking,128463559.87283172,2024-08-24,186.0,3.1360096797800923,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_026,BANK_CU_008,correspondent_banking,banking,192246808.04534313,2025-08-31,49.0,4.363241202751337,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_050,BANK_USB,repo_agreement,banking,173734793.1009994,2025-02-15,247.0,1.383976678044286,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_035,BANK_CU_031,derivative_exposure,banking,168748227.30277315,2024-10-13,259.0,2.925164234237937,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_050,BANK_CU_017,repo_agreement,banking,81208650.84489268,2024-08-07,190.0,2.988337839291816,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BANC,BANK_CU_029,interbank_lending,banking,523310195.8844465,2024-11-03,137.0,6.008530469159625,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_018,BANK_FITB,letter_of_credit,banking,193444746.41749024,2024-05-29,87.0,1.5943772010981825,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_029,BANK_CU_010,interbank_lending,banking,152856767.55000123,2025-05-21,338.0,4.519222189690048,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_C,BANK_CU_005,derivative_exposure,banking,7464014360.68768,2024-01-28,3.0,2.0859022401076617,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WAL,BANK_CU_004,overnight_lending,banking,1506208038.0482106,2024-05-06,68.0,5.552147887824127,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_009,BANK_CU_040,syndicated_loan,banking,148054987.36495918,2024-09-16,217.0,0.7173193011026935,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_AMG,BANK_CU_027,interbank_lending,banking,2404591480.158151,2024-07-01,319.0,3.157177928154554,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_PNC,BANK_CU_009,letter_of_credit,banking,5234315293.589536,2024-07-27,121.0,2.3258712134347266,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SEIC,BANK_CU_042,repo_agreement,banking,1393425952.2700136,2024-09-24,356.0,5.301317062966647,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_041,BANK_CU_035,repo_agreement,banking,114389101.55447362,2024-09-19,201.0,3.114528894422381,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_012,BANK_IVZ,repo_agreement,banking,174260754.70644993,2024-05-01,227.0,2.082173394137647,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_014,BANK_KEY,repo_agreement,banking,67555001.84552193,2025-04-12,136.0,4.527687238835503,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_KEY,BANK_CU_001,reverse_repo,banking,5790211511.737174,2025-10-17,73.0,5.0491965503375065,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BANC,BANK_TFC,overnight_lending,banking,438238824.8130361,2025-04-09,162.0,4.346482893630254,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_011,BANK_CU_025,repo_agreement,banking,79319436.90758395,2025-08-01,205.0,4.011321221477765,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SCHW,BANK_ZION,interbank_lending,banking,1142059005.2335272,2024-01-14,218.0,0.9667407464417286,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_025,BANK_CU_038,correspondent_banking,banking,191695469.2632941,2024-09-13,61.0,2.059598319173997,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WTFC,BANK_CU_022,repo_agreement,banking,9715750323.032644,2025-09-13,245.0,1.4580081241657692,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_TROW,BANK_CU_044,interbank_lending,banking,2328685583.9904156,2024-07-14,144.0,3.370258001423681,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_023,BANK_CU_003,overnight_lending,banking,155781925.35316652,2024-05-18,14.0,5.395744138140401,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_011,BANK_VRTS,repo_agreement,banking,58332981.300433576,2024-03-16,344.0,2.09241261519647,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_USB,BANK_CU_028,interbank_lending,banking,8779387029.196999,2025-05-23,219.0,1.4987107077016606,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_EWBC,BANK_CU_028,repo_agreement,banking,872038716.1737975,2025-01-25,65.0,4.426261447697515,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_032,BANK_CU_027,repo_agreement,banking,78917513.93426114,2025-09-20,117.0,5.453153841000832,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_UCBI,BANK_BLK,letter_of_credit,banking,510212173.2060523,2024-03-04,75.0,6.06936721495662,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_KEY,BANK_SBNY,derivative_exposure,banking,9585083482.50954,2025-07-14,84.0,2.5857004445526472,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_USB,BANK_CU_032,interbank_lending,banking,6642063005.864083,2025-09-27,324.0,1.7225259791196157,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_021,BANK_BLK,reverse_repo,banking,139237095.02478343,2025-03-25,161.0,1.143006594271083,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BAC,BANK_CU_010,credit_line,banking,2695844066.492769,2024-05-18,84.0,2.653580875366001,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_COF,BANK_WFC,interbank_lending,banking,8062087999.816863,2024-10-02,155.0,4.4737803081401974,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_005,BANK_CU_022,derivative_exposure,banking,119501093.667743,2025-01-28,8.0,2.0975638207188654,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_028,BANK_CU_044,credit_line,banking,169272291.14736468,2025-02-13,304.0,5.219731530292153,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_034,BANK_CU_006,derivative_exposure,banking,77373811.02594253,2025-02-06,241.0,1.6724491647001192,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_044,BANK_CU_037,credit_line,banking,192713586.8533893,2025-10-17,203.0,2.790513384681341,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_050,BANK_UCBI,letter_of_credit,banking,61917995.52498778,2023-12-28,214.0,0.561312570708193,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_TCBI,BANK_WFC,interbank_lending,banking,871908912.1868874,2025-02-25,57.0,3.921063729087217,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_PNC,BANK_RF,credit_line,banking,3543590372.2022314,2025-10-23,226.0,2.4701780199050987,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_023,BANK_MS,correspondent_banking,banking,143027705.4218222,2024-11-10,237.0,2.4003973797855065,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_C,BANK_STT,correspondent_banking,banking,5006902229.791226,2024-07-07,305.0,3.2193329895156295,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CATY,BANK_CU_048,credit_line,banking,505449524.6502751,2024-12-03,31.0,4.986552542025258,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_017,BANK_WAFD,fed_funds_transaction,banking,180575611.86892608,2024-06-29,37.0,6.280624383400034,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_TROW,BANK_CU_021,overnight_lending,banking,1515002855.2475605,2025-02-13,362.0,1.4366803277647031,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_VRTS,BANK_CU_024,credit_line,banking,1313011598.0535765,2025-10-15,47.0,0.8477404181150425,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_050,BANK_SCHW,letter_of_credit,banking,103669806.859868,2024-06-26,102.0,3.046170190800358,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_047,BANK_CU_049,credit_line,banking,152160388.9950342,2024-02-21,282.0,2.290204132336262,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SBNY,BANK_CU_018,fed_funds_transaction,banking,2594636777.4870234,2025-04-11,218.0,4.588202444117457,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_016,BANK_RF,fed_funds_transaction,banking,107299178.36996718,2024-12-31,123.0,4.182690843855342,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_TROW,BANK_CU_045,repo_agreement,banking,3789991616.639761,2024-10-17,316.0,2.0146314260825187,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CFG,BANK_BAC,syndicated_loan,banking,4623768130.473097,2024-02-19,326.0,2.7043334928701457,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BEN,BANK_CU_043,reverse_repo,banking,2562695730.2496533,2025-06-09,149.0,3.5014811096017713,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_041,BANK_CU_014,overnight_lending,banking,149687466.38063735,2025-08-24,296.0,1.2912196892955097,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SIVB,BANK_CU_046,syndicated_loan,banking,3951710487.579273,2025-08-27,47.0,4.953131697683297,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_003,BANK_CU_045,syndicated_loan,banking,179217752.03686744,2025-06-10,151.0,4.923127907835619,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_002,BANK_CU_024,syndicated_loan,banking,106973573.88503948,2024-06-07,149.0,0.9287478137860812,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_027,BANK_CU_041,interbank_lending,banking,155934527.74689403,2025-04-15,350.0,1.8908835075968495,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_015,BANK_HBAN,interbank_lending,banking,66315703.25230251,2024-10-17,328.0,2.0298401776792483,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_044,BANK_CU_016,interbank_lending,banking,143041241.65960598,2024-03-09,269.0,1.5233624230545673,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_035,BANK_OZK,repo_agreement,banking,170521131.27125725,2024-04-19,283.0,6.250798837697402,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_COF,BANK_CU_008,interbank_lending,banking,5559515103.40234,2024-10-18,298.0,2.6065926062123284,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_ZION,BANK_WAFD,derivative_exposure,banking,7278255188.375813,2024-04-25,75.0,3.7990577480352856,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_OZK,BANK_CU_036,derivative_exposure,banking,899425896.3757985,2024-07-19,43.0,4.825573133861627,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FNB,BANK_CU_002,interbank_lending,banking,718677218.7648778,2024-09-28,69.0,4.858156391443383,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_013,BANK_KEY,derivative_exposure,banking,65634222.45769555,2025-06-07,324.0,6.489184993857577,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_TFC,BANK_CU_031,syndicated_loan,banking,2516099067.0860486,2025-04-08,25.0,5.438835005242854,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_IBOC,BANK_CU_038,interbank_lending,banking,935457987.1067628,2025-04-07,327.0,4.190718176181223,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_UMBF,BANK_USB,reverse_repo,banking,809115150.9445426,2025-01-19,339.0,1.6052566091288267,USD,,,,,,,,2025-11-13T14:41:50.611004
