date,institution_id,total_assets,cash_equivalents,securities,loans,other_assets,total_liabilities,deposits,borrowings,equity,layer
2025-04-26,CU_041,77601937163.37547,5680089136.953613,17520838859.861767,47855400792.02677,6210311004.14498,70080854031.41533,49171216341.82814,8468858753.610122,6259623084.357234,banking
2025-04-27,CU_041,78798187609.13483,10689751397.02033,19559572197.949734,50828322820.26526,7575556205.332585,70129756389.29016,48521831967.83166,8808739105.187853,7119279891.802664,banking
2025-04-28,CU_041,76790298772.03864,9363150061.613281,18012456842.201107,40906501759.6968,4459183982.427837,67931011086.70236,50070179496.983795,14133503569.645103,8013719546.313744,banking
2025-04-29,CU_041,78405654160.35,10598986394.200844,14799161206.730494,40951364313.52544,4236347121.5714855,70855557217.39215,48115120999.265465,15404452783.912582,8173710881.820926,banking
2025-04-30,CU_041,77017784536.68207,9166739200.325447,12316030230.294333,48077759276.64188,6149750127.0097,69052883921.07883,51767860848.417694,8271472048.014788,8476350807.563848,banking
2025-05-01,CU_041,77658252108.4779,5583422650.564323,16114455489.140564,47719767181.22922,4445405825.235536,68610588178.28813,54962839063.40306,8939416347.771143,6676179482.31328,banking
2025-05-02,CU_041,79084220005.16373,11742980660.610636,17333360085.97558,41902099592.65144,5055387326.517605,71868779723.62445,52636368635.992744,13819414186.156008,9080657743.239195,banking
2025-05-03,CU_041,76941154487.37344,7870837224.857342,16334282602.143532,46915229032.905075,5762693885.52446,69640321026.38593,50104120853.87159,9872462310.326239,6881438400.777939,banking
2025-05-04,CU_041,77531089235.01096,6762327342.335668,15426647315.978537,50105196260.3457,6587119817.552545,69287011360.01895,47456975589.178505,11968376726.837957,6936236037.627179,banking
2025-05-05,CU_041,79044961025.15572,4895572315.837489,18101796090.58752,47213170637.88125,4789394820.99072,71015430524.09319,53869498648.12839,8196285700.871222,6539777779.63361,banking
2025-05-06,CU_041,77306035772.85054,7536034517.454602,16713203199.256756,44144917185.83076,6189265517.318271,68350572515.84274,49845668960.99617,14897896103.181046,7793369725.4996395,banking
2025-05-07,CU_041,77942291602.48552,10397044817.479322,18986794174.801765,50198089013.11562,6081444618.592816,71095332295.33324,56983208915.043785,10734100752.064857,8709046382.62314,banking
2025-05-08,CU_041,77914971754.2108,8300907120.001267,13851346784.1091,40365598505.87014,7475284609.361901,71033685630.21718,48652578744.78975,7962293084.180289,7795965821.778204,banking
2025-05-09,CU_041,79448642983.7414,6357003592.848422,13965518161.89811,48263467792.9707,5052603914.401147,71676741947.05107,58155551722.67245,15371173001.498192,7516131857.575598,banking
2025-05-10,CU_041,76955415454.5178,8805675585.29544,15635787991.359015,39775601731.32104,5357693728.89128,70030111351.98059,47525492816.40876,14593502900.97173,8381902593.022936,banking
2025-05-11,CU_041,78772243791.29695,5426006732.9985895,18473336546.003544,48874237457.651825,7344107683.37317,70817064144.11925,47373890797.55913,9824859127.820507,7102439828.432821,banking
2025-05-12,CU_041,77492955654.81104,5784539916.007532,18778296112.695667,49178857677.075874,7428691579.704284,68827927455.44505,55312136961.16648,12768220678.212244,8198751163.480562,banking
2025-05-13,CU_041,77290047899.26817,7791307721.920142,17101860264.015383,44121144195.946495,7281859507.472798,68810362494.1842,50869239377.98954,14005809238.615387,8826376451.46141,banking
2025-05-14,CU_041,76814091030.85388,4380305305.711487,18063657660.909405,42950753718.585945,4524022689.353084,68729074764.1514,46913836286.66287,14787374975.378305,6920918690.234154,banking
2025-05-15,CU_041,76976983556.79164,4300929115.6303215,12065489881.442635,47085056667.68598,6179322940.45902,67901848327.14274,53333104564.85936,14143328312.13193,6235012229.212566,banking
2025-05-16,CU_041,76978718238.31268,8606718271.870428,12982089215.310755,39354150812.44415,6669748034.870764,69379844015.38953,50865681515.35149,10159360820.225088,8061194426.690959,banking
2025-05-17,CU_041,77717383435.19978,7806968470.54055,13101954466.594242,49293388287.90973,4284235137.5703354,68555388958.87767,51937490093.75687,14579247185.206678,8524159877.359377,banking
2025-05-18,CU_041,76778699122.70662,10763164825.903841,13137523514.016508,44277967764.952484,4944600015.5366535,68145902236.914185,53271745874.84741,12788734892.203636,7798841682.454939,banking
2025-05-19,CU_041,77049928309.66441,7981705997.097943,15692109966.184614,43490887577.77825,7690297653.280134,70500879962.09758,55760890699.11251,10695525906.488623,8197802749.259974,banking
2025-05-20,CU_041,79450767748.12599,9679435752.611284,14936966267.524675,45473900113.889305,7820196441.750499,70151113981.61974,50120375593.167564,15095490810.938503,6645512989.883867,banking
2025-05-21,CU_041,78497016245.23128,8741139564.406971,12815468015.235546,41717418052.95306,4673888268.97209,71675116494.65746,54912852601.09928,12474767169.638952,9385874383.317162,banking
2025-05-22,CU_041,78820151094.71211,11383455346.489584,15324126080.866173,48992457672.16439,5046890565.6217,70246870498.14212,57025690636.02595,14694976403.501583,7518389646.956966,banking
2025-05-23,CU_041,77013703027.36713,6421256822.479429,12971828207.409706,45635463674.298874,4876464395.667328,69994154625.94518,46677331332.1003,11118983383.676508,6439091379.386243,banking
2025-05-24,CU_041,79031118919.80437,6861171818.610922,18242987181.81628,47735360109.84172,7367631560.005995,72483771747.8923,48490894572.82885,8546224334.090434,8488369207.122711,banking
2025-05-25,CU_041,77004751309.66159,9896352867.32403,17998628292.77623,48733062550.82754,5276666005.806808,70823004092.60571,53360534142.29653,13511181468.091303,8521212550.13206,banking
2025-05-26,CU_041,78247012584.5952,9478778035.51191,17436797230.900257,48199997775.174706,5707415484.720682,71715934715.65277,51546545229.07918,15009854806.450369,7487300750.150776,banking
2025-05-27,CU_041,77949149999.5276,9746875937.165442,18273670442.910698,46658949417.94954,6111458753.640232,69845794640.52306,51874828891.26241,12509035089.305376,7110811528.354518,banking
2025-05-28,CU_041,78063378567.69629,5698362154.560028,13535951664.13102,42991680326.07336,7577329927.550701,70887359308.3297,49257390051.69139,10051191997.556406,8899646655.370316,banking
2025-05-29,CU_041,79488641652.99069,10144723114.418743,18760320151.18573,50407764963.24642,4839263956.032156,71488619441.45871,55563158457.532364,15457001706.22773,8216628517.076722,banking
2025-05-30,CU_041,79457503450.16202,6290961851.764407,17754816000.377953,44086579164.71317,6866260221.499234,70763687049.9008,51755992643.20483,12844997890.23816,8547720125.709444,banking
2025-05-31,CU_041,77166555082.95169,5200566415.425727,18660826087.660046,42129804511.3987,6293363876.156279,68013300325.05518,57540183904.86419,14661568674.266453,7449555452.042243,banking
2025-06-01,CU_041,76742319185.03084,10131922964.964159,14604354807.381811,39975087691.57746,4830604894.249088,68490171101.209915,50582171459.67779,14563326488.306488,8674782257.297215,banking
2025-06-02,CU_041,78415760032.56825,5775513522.645543,18027678493.81544,47014821634.19305,7077059927.680944,69923542629.21472,52703275138.240715,9230328813.118322,7795428933.337912,banking
2025-06-03,CU_041,79686708771.41187,8428834133.303183,13621923154.48166,42350608390.75319,4184761813.474014,71378770114.9549,51101265958.74078,10486134408.508429,8524332269.731224,banking
2025-06-04,CU_041,78551501365.35876,11332832764.41075,14754819453.723597,49154353873.16408,7448252083.444776,70078344466.89679,50866568642.93569,15251880991.585379,7510474640.024821,banking
2025-06-05,CU_041,79545044219.35913,6316635590.881372,18869983186.251045,45024109121.35974,6301135568.01727,71558377568.57841,57719038354.99844,10029495062.013054,6712509771.117036,banking
2025-06-06,CU_041,77438557496.04977,11473852809.16864,18334717219.721287,40616465063.57224,7500280174.626309,69600837691.51157,50648701905.05679,11615109918.175737,6423869494.605569,banking
2025-06-07,CU_041,77522917232.37518,11602110502.917131,18459592494.42471,50268988470.60764,6944198531.6673155,68911658194.98065,55221786038.3215,8617918986.741278,8135107974.149196,banking
2025-06-08,CU_041,79447399286.17412,7365193578.715739,16987240731.60287,49332809415.17056,7807661917.783136,72382626848.74936,52437539776.858185,9395231086.87045,8498899973.104398,banking
2025-06-09,CU_041,77334311568.02734,11351981636.515787,17634435616.3837,46441672639.428085,6944400239.78049,69002639921.85251,46699757040.55176,10592014888.680456,7893880966.597632,banking
2025-06-10,CU_041,79160557821.19612,11446782824.076899,12307225561.789959,39817362061.29361,6203536207.37113,70568244088.7148,57599954804.27028,14618196250.62535,9426326056.457247,banking
2025-06-11,CU_041,77313238087.29974,4355891484.403907,18516067875.440685,46561679076.94889,7362991731.733593,70401489154.61089,52938763160.66935,10671588264.566294,7844628731.633264,banking
2025-06-12,CU_041,77982548566.17549,8155905603.582625,18530321262.97943,42894168022.69653,4776653328.718212,68679093026.82592,50986309875.88145,8408931413.266967,8603385207.191738,banking
2025-06-13,CU_041,76760404339.94588,8956702101.37503,17642092520.88074,39923233917.56286,6754262373.259083,69826679071.62732,49378754486.81677,10165097914.013456,9146038162.403925,banking
2025-06-14,CU_041,77433776164.89384,8661878604.893984,14241828963.147255,48412320448.59602,4737789854.224372,69168094134.76828,52112170310.99953,11255961617.572142,8836022350.761375,banking
2025-06-15,CU_041,78156786450.1025,8001584230.788336,17497253354.381607,46657672567.75048,6926262956.160731,69463243569.04039,53005412254.999084,12099463828.405815,9256495129.709757,banking
2025-06-16,CU_041,77228947628.15091,10409909720.960339,18460922966.464645,44990677965.58275,5926761335.493394,68006836922.62159,51141799365.78543,8861554483.461142,8393382097.024295,banking
2025-06-17,CU_041,76938662466.25703,6007182532.62929,14697417546.448557,40946759308.68179,6183608668.257071,68006548182.901215,47153657277.013145,14812287154.35231,8734784817.235382,banking
2025-06-18,CU_041,77216422179.35028,6181793006.318187,16169405670.233458,49264946018.46316,7015891668.043985,68402708519.357,51655220067.604324,14689805276.527674,8812680978.408257,banking
2025-06-19,CU_041,79003830165.36006,10800235004.544947,18850124710.44741,42050480691.995255,6092401486.566436,69854954417.98682,58294288562.438286,13378086670.364458,6374106277.836771,banking
2025-06-20,CU_041,76670071893.90628,3914951716.251778,17702242886.74272,39792359883.13829,4483517101.5952635,68763640369.61507,56669657874.626205,13882867519.044228,8745764607.532412,banking
2025-06-21,CU_041,78974259200.47209,4560770239.643472,16375417382.32796,40461545494.05041,4532676609.950729,71147049417.76768,50499050077.66755,12013305072.06133,9161919955.33617,banking
2025-06-22,CU_041,79064878924.99445,6052850179.81775,13048892725.749395,49611110177.73166,4498258421.412528,71146773145.88666,48720141500.834206,14468187050.162489,7270687610.887663,banking
2025-06-23,CU_041,78388259714.0267,11471384762.574001,12936418797.867062,45729664706.51127,4425745395.2352,70366533215.50987,54668561599.76013,11050149643.981567,7623457233.833214,banking
2025-06-24,CU_041,78475633800.44637,10475006267.768211,13394395605.926764,50232355736.82783,7717920108.002799,71460045153.40596,57162626006.60905,13634335624.684448,8548079660.167364,banking
2025-06-25,CU_041,79042317243.5006,4610620561.302353,18500190704.29291,42223967168.72332,5984210965.411931,72486537540.69003,52389789515.978935,12633032004.599073,8391611749.824559,banking
2025-06-26,CU_041,79669098001.41681,7111384523.719009,13616672959.708626,44347705377.23001,5871373495.661527,73213475383.86188,58682635720.89435,12799544890.91872,6727234148.526205,banking
2025-06-27,CU_041,78278513777.90416,11276268369.028437,14802702707.135883,39402885585.90952,6604782421.789595,70903927527.5013,50284047218.21757,15065260378.89006,6933022646.246524,banking
2025-06-28,CU_041,79638161031.88626,9883317220.870052,19245883074.08345,46059060836.97339,6297835625.620331,71614541453.91171,55471482229.62567,14064275526.10432,6646932789.213765,banking
2025-06-29,CU_041,77098862720.32094,7172930904.538962,15306754786.130884,48207805083.668365,7342936506.26067,69339921588.37088,49310326106.16576,12619937326.709793,8219874343.379654,banking
2025-06-30,CU_041,77213401814.2541,6632671143.191274,16931412066.284243,49016868573.70629,5668228267.761525,68138725566.98662,50413883899.46183,14826934260.098616,8934843479.653183,banking
2025-07-01,CU_041,77795761296.2912,5068363080.128906,16765237621.071941,42737525001.79878,5117180380.733256,70469219115.13362,55142863817.766045,11020786351.703176,7641703063.9955435,banking
2025-07-02,CU_041,79335812072.6537,6880244827.192344,14344576192.763676,47999234483.19724,6227680099.482863,70204569705.27605,58928767383.15663,13593150510.48627,9237914683.942314,banking
2025-07-03,CU_041,77539425533.02693,8516326734.289796,13538559831.522753,45130473959.20607,7265170486.316637,71004061785.05986,58028613056.71377,15378280106.433937,7821129571.033871,banking
2025-07-04,CU_041,77572935383.50626,11074861725.164642,13493004110.108702,43284312202.86045,7747816143.606982,69044895116.07622,53831619266.27201,9150023831.818922,6835250899.928777,banking
2025-07-05,CU_041,76928522423.72232,4208244206.0013976,17745493107.506134,48373063318.24226,3997810451.8746524,69980895200.59016,48036461795.372696,10303280161.023739,6432754896.214489,banking
2025-07-06,CU_041,77407247773.2971,7844210280.871603,19018548895.963814,44507297059.397644,7311518149.3052025,68288480532.27942,51883675071.4325,8280227258.303924,7092738755.32258,banking
2025-07-07,CU_041,76753867716.97578,6653004562.945281,14793943898.826408,42325651469.77055,6203218501.22074,69170871368.12227,48647645515.59495,9316030656.315607,7573739667.851812,banking
2025-07-08,CU_041,77367695732.86441,8284214422.603354,19235915293.22173,38869718111.330154,5344223802.104504,70447295283.75803,49556702990.098114,11505210738.928406,6909369421.836697,banking
2025-07-09,CU_041,78775213804.84189,4899364509.770513,17947804671.710747,45160014692.4,4688265428.867101,70946793466.94662,58493215386.33239,14515567787.953396,9404053645.743134,banking
2025-07-10,CU_041,77633991109.8015,11514759199.964989,14698515252.220364,44926268794.01065,6377752786.337935,71260866843.37631,56143691566.85888,13503352552.912638,7129080470.919229,banking
2025-07-11,CU_041,78293053714.28543,9876872709.840813,16301803216.91818,41384121590.71991,6205671787.6326,70876701617.08635,53260640089.98069,13162832935.710093,7729503290.915924,banking
2025-07-12,CU_041,78778160977.73692,7204616001.715078,15013063019.997274,46737976787.26927,7308059670.475271,71816985285.46613,55168073801.32173,13864420057.63313,7333936891.677572,banking
2025-07-13,CU_041,78455170980.53047,6417358444.37154,17923568970.357864,41381488426.60263,3981065496.4948654,71352815328.43204,47808560482.55584,10830296205.233576,8224038405.852373,banking
2025-07-14,CU_041,79700157193.26016,7704102691.090785,17725301360.36444,50084428973.63074,7217443824.886909,72939324585.65347,54410166475.82932,15888282686.52073,9213401562.810202,banking
2025-07-15,CU_041,77639904170.43826,7651767393.020928,14800796109.01181,46369888744.54193,6353689133.797094,68724166841.2118,54816068473.51943,9084027443.222193,7510199132.697663,banking
2025-07-16,CU_041,77335192155.86174,10330078731.97519,17353057766.501663,48333733889.17035,5907300188.608514,68601684481.52544,52207618391.048386,14502717804.360474,8871033583.602032,banking
2025-07-17,CU_041,77142525874.2947,8552064497.210098,16646298623.165567,46010161575.3646,4112249552.6727495,68256922621.97075,51024653795.99633,14747111173.101109,6955566223.167585,banking
2025-07-18,CU_041,77375140451.7867,7107164267.129365,17027203979.185549,43395385184.68211,7426152224.516104,70962149909.1496,57438201330.578156,10313112344.257853,7601162699.1430435,banking
2025-07-19,CU_041,78884953289.66624,11409440065.749866,16749040258.54466,45225159779.03669,6245127650.659141,70058462446.48885,58150343729.05649,12985298690.879377,6962184811.690182,banking
2025-07-20,CU_041,77970741085.11717,5661984655.290717,17402516654.2483,47947297765.42133,7226534234.124292,71313310405.99109,50902267994.83287,14840496010.268116,7551148051.088208,banking
2025-07-21,CU_041,79501688547.45053,9162611713.767206,18192166965.795963,50568798192.44642,4385412197.368847,71219059374.60889,58931486129.160355,11936521755.935684,8848148340.145506,banking
2025-07-22,CU_041,79499422263.77325,10106383344.259985,14354414777.20731,46897968022.2989,4561077875.177665,70895225895.94623,49027754321.75705,13247349871.879776,6989129368.237305,banking
2025-07-23,CU_041,77064732755.34651,10033639386.432001,15495455957.193197,47030625512.627464,5672738259.841548,68951606179.80035,53269760557.9172,14597018877.999126,8387755974.654718,banking
2025-07-24,CU_041,78229911144.3252,5416577675.765878,13333827169.299604,49887883787.406525,5215131129.681191,71491326597.36455,57353726764.397484,12818562367.043756,7475460790.248671,banking
2025-07-25,CU_041,78312028242.48972,4209632979.279002,11758806308.153471,42939828934.37852,6631473967.224373,70985498339.0476,50082529896.4628,15080079834.128414,7378333253.459875,banking
2025-07-26,CU_041,78123763932.4594,7166106139.138403,12387522833.09909,47431273383.25584,7419633873.038475,69534444807.41798,51366448371.680786,9674607101.989244,8289231467.5727005,banking
2025-07-27,CU_041,79583096152.50275,6090202563.785287,16134496429.23091,50978887994.61772,4053469448.754911,71704118658.2316,55854780273.821075,15290130962.241287,9075822649.868023,banking
2025-07-28,CU_041,78787574306.56012,11161068960.427423,12568864164.37885,48658511852.75414,6593996550.843907,71854517126.68997,50255087898.14001,14631944669.011253,9007463508.635439,banking
2025-07-29,CU_041,76617337285.64511,6213753740.004081,13815306934.114363,45281952723.44191,7162017781.538678,67470043397.799805,48632803317.08327,11449775810.693502,9168213895.876839,banking
2025-07-30,CU_041,76814054479.29713,10149002782.282028,14385896570.487148,47246041482.85612,5469839706.22026,68433942381.297165,51033412518.87573,11018434047.659096,8642233759.904707,banking
2025-07-31,CU_041,79020430443.97752,4509661100.571158,18247015595.549274,41564457623.64063,3997666389.544783,70149680495.09818,48541337359.341866,10341606053.140186,9230188043.829775,banking
2025-08-01,CU_041,78255082766.81487,4728486481.125352,17716613787.213116,45997757943.98908,4085291918.5059385,70542987102.46198,55148250699.01785,9373434905.523718,9344563326.852005,banking
2025-08-02,CU_041,78954782949.43903,5002194102.708808,15203657815.825117,44900572333.99806,6129586997.859981,69699509129.7083,49208282799.38066,14547893329.563435,7213698668.507648,banking
2025-08-03,CU_041,79667666201.6448,5368611439.397575,12646746830.184147,39880371249.1415,6767919663.943732,72358449217.31058,47883253173.51545,12480689258.375353,9314920699.743835,banking
2025-08-04,CU_041,77115567948.60255,6158893458.237084,11599180689.602718,49904030304.502754,4663760581.98128,68018618294.5404,51171974752.72787,8046535631.835874,6749815711.954915,banking
2025-08-05,CU_041,77649275971.35376,7264040800.344695,14659505660.780699,42516735120.4671,5302638969.878799,70648070041.92589,58086667183.353195,9066767308.173433,8440599552.619294,banking
2025-08-06,CU_041,78865387868.346,9355614460.927828,15537402472.215971,39567269591.95061,4957727632.764242,69612298442.91617,54837529305.83019,13943873224.103441,7408492569.54517,banking
2025-08-07,CU_041,77883570184.09985,6494252062.064544,16444136659.594078,41045606835.3503,7787351259.929247,69256983263.43738,50441893159.943726,13092105492.320778,7956682827.506235,banking
2025-08-08,CU_041,78536724181.50726,11710543297.463682,13533021420.736689,43197559053.53031,5183704880.475414,71682765654.52785,52126384412.2666,12336314187.474152,6423193483.609648,banking
2025-08-09,CU_041,79097303707.33577,6106649642.888294,14123411061.280962,45192351501.94682,3998095170.138928,69946367328.03426,56868255661.05262,15503967221.158127,8725722102.953444,banking
2025-08-10,CU_041,76624756442.38991,7726137200.338708,17186725596.163376,44981360768.47732,7092121656.783033,68029915417.63164,56901380774.87355,14264608714.185032,8937815641.459805,banking
2025-08-11,CU_041,77032252643.60571,7903215341.946761,13850744395.706743,45390654077.69218,6280476094.516543,68668087605.47779,52957899218.41317,14361223387.964851,8960830160.102266,banking
2025-08-12,CU_041,78565920262.9446,8652315898.02687,16826139077.380589,45487485076.08374,5914113630.256865,70293572560.37976,51806724772.69381,9188776069.088133,6464517148.192679,banking
2025-08-13,CU_041,78520093430.9012,7025718951.640153,15643165178.104542,46493728476.6286,6060372986.516943,70430412237.32993,56043185994.537704,9514238415.667118,6527396475.049992,banking
2025-08-14,CU_041,78945908435.78365,5033630664.023404,19501186025.335762,43044136416.19856,6161231003.955556,71097287804.21399,52279951632.60092,12685639284.487228,9092310950.118786,banking
2025-08-15,CU_041,78607137899.9692,4244556033.521183,15322637650.079165,39605948175.35924,7345843570.255324,71810271625.98929,52698441472.51124,15571218580.741747,8539986578.586735,banking
2025-08-16,CU_041,77537527833.64072,4000026135.076091,17346439440.23014,40980560373.01674,7665712029.369767,70066198978.26405,50808738013.65433,8623212321.664062,8346540011.914453,banking
2025-08-17,CU_041,76949791911.18413,7302689837.441896,18728368177.486538,47716116194.33381,6559524515.239217,68297004704.9462,52193077518.10995,15186132353.134518,7916002767.368871,banking
2025-08-18,CU_041,76854682726.30455,7848340016.216701,12928488050.282942,39031909684.39129,7325923871.107307,69469719568.81903,47944287130.152885,9222098987.964994,6648516168.041407,banking
2025-08-19,CU_041,78779341727.73917,9135513591.902693,12583355194.714575,44932351361.705574,4994180688.551856,69815442392.70705,52248525766.70445,12170482772.741531,6351029311.363698,banking
2025-08-20,CU_041,78023273051.3289,8447864539.261877,16533206322.10336,41587261779.393036,4402071661.962149,71573225510.53517,57397049285.75404,9495949689.525135,8511811821.844996,banking
2025-08-21,CU_041,78257142337.87312,9741093935.228724,17921079084.22383,44550186662.22363,7511769415.049096,70531876002.03534,48346820977.257416,13766225406.438055,8767413456.335135,banking
2025-08-22,CU_041,79409319435.90375,11230857534.424278,16909446056.421156,41188492005.205734,6025254628.66609,71199885327.96355,57141944980.229034,9703486304.889885,6799480418.958177,banking
2025-08-23,CU_041,77727233073.71829,4634815919.121659,14033909613.01687,46987830805.89036,6211451840.251542,68910085008.17493,51903360790.044556,9730840397.61481,7509256279.043791,banking
2025-08-24,CU_041,77493659867.66112,4276344273.317897,17132197178.629105,45694879690.55317,6497648688.2948475,70419475210.16064,54687738141.38597,15022598755.366262,8796196692.15533,banking
2025-08-25,CU_041,78366824640.5688,4879105008.465367,11770155751.243715,40118439003.869644,7304512148.110806,71763557674.97672,54359901161.31985,14458705356.768555,9139609880.603184,banking
2025-08-26,CU_041,76922687067.72757,5211573262.7079735,15527073042.778753,39757400039.57392,5029868318.201602,68484386186.789055,54594468519.24845,9486701201.093481,6352852432.482816,banking
2025-08-27,CU_041,79417771050.43117,4951731734.88305,16710732889.82124,49830551034.40037,6916584863.621375,71221146441.81868,55629415249.53144,13639095905.741737,8083008970.050329,banking
2025-08-28,CU_041,79567743551.93744,11429612719.475525,17715985239.672554,49743168528.28593,7293094518.957919,72509043632.51082,57255198547.50059,10607205558.70328,7675926618.763413,banking
2025-08-29,CU_041,77990625798.33762,8318916004.953224,17977694384.97946,47169507377.9043,4368885696.559401,69192244456.72719,48046432940.29132,8781267322.135109,9226138801.471346,banking
2025-08-30,CU_041,76757710726.97243,7741698836.645559,11654659726.06312,43000900737.07373,6311168867.338831,70039418813.54381,53599646872.019844,14508203502.852259,6922207569.686366,banking
2025-08-31,CU_041,78160305173.30565,7380441696.613687,14438982683.695068,39582714002.75792,4616602433.449848,69342557568.24797,50220379620.6761,11385534809.655203,7083466292.485009,banking
2025-09-01,CU_041,78342368424.91785,6151240425.002943,16507313817.364677,41966267784.308235,6535425000.732647,71446123502.33464,52873667007.87202,13486862139.229525,8517919454.482203,banking
2025-09-02,CU_041,78058778206.12143,6897662102.154387,13963528543.565346,42020179123.90823,4485699777.305702,69374004369.51122,55579292538.40987,8435760080.8776655,8389899203.240022,banking
2025-09-03,CU_041,77453860904.07202,10451742974.467499,17305373197.33026,41040158350.80704,6717580713.866525,69873193338.0652,54536490813.289955,8338415089.569616,7826193397.901669,banking
2025-09-04,CU_041,77380743481.17883,10934338275.965239,15300699856.288143,49741949591.08116,6621439128.326413,68136083448.78952,47506542653.548096,15150281386.975382,7238732221.280504,banking
2025-09-05,CU_041,77825257643.64589,5306863571.544497,11786454048.974472,40041594838.74419,3914812744.8550982,71399332153.13979,54973543826.18972,9788762059.399433,6995242060.631799,banking
2025-09-06,CU_041,77876549519.1601,6287576492.78594,18120250891.345036,39738025002.76401,4546329618.518399,70336844307.68129,50483433908.4728,8872167604.55147,8682015153.90941,banking
2025-09-07,CU_041,77293719463.5728,11227041756.993578,13896414993.117575,40386487702.16405,6108675257.16328,70645706847.35294,54935894571.10427,8407232692.183398,7284304085.712505,banking
2025-09-08,CU_041,78948267193.27641,4893539119.413675,15132105338.160051,46006137912.16611,4983712998.595284,72511306073.00125,53207702141.34501,14945467294.292707,8031120858.371131,banking
2025-09-09,CU_041,79228025655.61205,11509627030.657444,19282600975.656452,44787399351.77445,7800501066.956003,70659859905.18793,55042257777.09617,14288158558.283928,6588035617.256737,banking
2025-09-10,CU_041,78991513939.25647,11764966555.247578,13521651180.951418,49201265280.825905,6167940115.586412,72407637319.8304,52687004030.079124,14160330722.1651,8589941483.46634,banking
2025-09-11,CU_041,78193351566.13435,10824689951.516766,18679737098.510975,50640127504.58923,4951805777.0994005,70599403783.82658,49992423761.77327,14619365158.523119,8421130203.565382,banking
2025-09-12,CU_041,79088442992.38322,11039372214.23798,16041783628.866238,51105417252.6352,6366361775.616513,71648515216.82445,48127516469.75605,9071947326.090662,8584261820.820974,banking
2025-09-13,CU_041,78472682811.57332,11537930012.101118,14702558791.259804,48905268874.16574,6799181563.332749,69642095993.34833,49284835920.309715,9228650207.275583,7454909649.587311,banking
2025-09-14,CU_041,77038041934.61006,10536834791.795013,16706335132.672943,48012102831.028015,4062904762.733682,70024779186.08783,50970490184.4918,13608390390.996428,8113743524.333456,banking
2025-09-15,CU_041,77601656458.71709,11237370219.06752,15544126946.05704,43925773721.49278,6113297863.386083,69536550411.68779,47074318726.63465,13243408824.874846,8070766332.711696,banking
2025-09-16,CU_041,77803357211.29329,8204794992.040361,13908918089.919886,44825459608.85732,7163316628.70198,68781186441.42271,53119029407.579216,14163803958.352352,8867499240.46057,banking
2025-09-17,CU_041,76604481219.34933,6425646721.57475,16320097668.728945,44690578284.43059,5852902641.870498,67528011958.94076,50164549490.452774,12342966841.044378,7042142666.14966,banking
2025-09-18,CU_041,77250511366.8948,10210071311.770895,16632312665.567148,49035506316.50912,6819659961.401742,68205737581.323235,52773652800.326454,9750574637.817448,9186998595.4069,banking
2025-09-19,CU_041,78165189990.06114,9105437790.16394,11806499675.60157,46485293266.79719,4079871181.915382,69827433156.37566,48628335039.70561,11489938558.769121,9027978394.285494,banking
2025-09-20,CU_041,78550226100.63542,5793445088.919183,16708922987.972736,46208340830.35734,5996324420.000201,69978961894.714,52101415921.93471,11123820793.14374,7006813978.975843,banking
2025-09-21,CU_041,78776399879.115,10296408118.509516,13894775397.435831,50156325224.0715,7088256722.143834,71988779281.11739,56503675100.05903,15443691588.12737,6760823878.810763,banking
2025-09-22,CU_041,76877159933.3453,10645734363.590412,15258693333.27659,41914502108.94306,7367304615.469373,68859484999.70312,47680235278.091644,8419701261.295997,7759282747.041499,banking
2025-09-23,CU_041,76652647962.69493,11123981958.341228,12338133008.3416,42573255662.49573,5033412451.508384,68649740706.25478,54558692911.01297,11601169921.698744,6397981373.833431,banking
2025-09-24,CU_041,76900077495.68127,6192030684.235967,13088267631.978678,44050856477.86633,7551808763.899633,69781325154.1693,56523819170.40414,11803832713.301714,8136983547.90056,banking
2025-09-25,CU_041,77447287323.1855,4999456634.867189,12302405369.300205,43178975095.442024,4835977899.299803,68575607706.41446,57148424352.96729,8783534886.788845,6350800798.216447,banking
2025-09-26,CU_041,76860925408.01137,3882905612.0273023,13205114436.05323,41231583778.091484,6382774744.52839,68022007074.58818,48499787610.01812,14641481161.45806,6254195495.619714,banking
2025-09-27,CU_041,76749320981.7107,6973632577.195394,18152291720.88227,49699665849.873215,4414336707.777894,69419945356.25023,46104596727.35797,14981225735.787718,7981097658.565208,banking
2025-09-28,CU_041,77357234102.52829,7670686919.054403,16477865270.35397,38800585241.34654,4146181022.985437,71075831195.73979,55454925011.94561,11828347932.430422,6893450914.708192,banking
2025-09-29,CU_041,76858410197.40878,9898519152.645271,18339741206.856613,41362112166.721466,4463087815.691284,70597088656.83083,51232975971.34922,13574815286.679796,7479751113.8385935,banking
2025-09-30,CU_041,77437797303.22572,7587652688.751233,15095218459.980255,44783965953.48258,7354110303.207152,68476079195.646286,52495919429.57413,8218142151.910908,8076262433.196217,banking
2025-10-01,CU_041,78453408580.36754,11222388403.727592,18395683912.41186,41748553859.89034,5515995534.7476225,69528693344.38268,55248677575.47566,12443825329.918674,8997492484.171227,banking
2025-10-02,CU_041,78735945736.27014,4662198764.011267,12399993283.724619,40083817029.26789,4782580201.110237,72392436608.70729,49960313566.62585,10698646212.031284,8050268115.566919,banking
